s,Pa,m/s,,s
 4.9854805E-001, 4.5484035E-002, 9.9097300E-006, 3.0000000E+000, 8.7710690E+002
 5.0064275E-001, 4.5363730E-002, 9.9048184E-006, 3.6666667E+000, 8.7988722E+002
 5.0203921E-001, 4.5306404E-002, 9.9872655E-006, 5.5000000E+000, 8.8275957E+002
 5.0413391E-001, 4.5309855E-002, 9.9644193E-006, 8.3333333E+000, 8.8663185E+002
 5.0622860E-001, 4.5291037E-002, 9.9664295E-006, 7.6666667E+000, 8.9148207E+002
 5.0832330E-001, 4.5208262E-002, 9.9450433E-006, 5.3333333E+000, 8.9558912E+002
 5.1041799E-001, 4.5086903E-002, 9.9583938E-006, 3.6666667E+000, 8.9864529E+002
 5.1251269E-001, 4.4966734E-002, 9.9613200E-006, 3.6666667E+000, 9.0177904E+002
 5.1460738E-001, 4.4847418E-002, 9.9668956E-006, 3.0000000E+000, 9.0468944E+002
 5.1600385E-001, 4.4735605E-002, 9.8906603E-006, 3.0000000E+000, 9.0697664E+002
 5.1809854E-001, 4.4628090E-002, 9.9195081E-006, 3.0000000E+000, 9.0930781E+002
 5.2019324E-001, 4.4536130E-002, 9.8893130E-006, 5.3333333E+000, 9.1258560E+002
 5.2228794E-001, 4.4518347E-002, 9.9639847E-006, 7.6666667E+000, 9.1705934E+002
 5.2438263E-001, 4.4505056E-002, 9.9827115E-006, 7.6666667E+000, 9.2173465E+002
 5.2647733E-001, 4.4424659E-002, 9.9816144E-006, 5.6666667E+000, 9.2579925E+002
 5.2857202E-001, 4.4307384E-002, 9.9296264E-006, 4.0000000E+000, 9.2918130E+002
 5.3066672E-001, 4.4181992E-002, 9.9390337E-006, 3.3333333E+000, 9.3217457E+002
 5.3206318E-001, 4.4089485E-002, 9.9642536E-006, 3.0000000E+000, 9.3473140E+002
 5.3415788E-001, 4.3979026E-002, 9.9652281E-006, 3.3333333E+000, 9.3708658E+002
 5.3625257E-001, 4.3848414E-002, 9.9042564E-006, 3.0000000E+000, 9.4002703E+002
 5.3834727E-001, 4.3753251E-002, 9.8856695E-006, 5.3333333E+000, 9.4372088E+002
 5.4044196E-001, 4.3734251E-002, 9.9449376E-006, 7.6666667E+000, 9.4776761E+002
 5.4253666E-001, 4.3716558E-002, 9.9631230E-006, 7.6666667E+000, 9.5216411E+002
 5.4463135E-001, 4.3637575E-002, 9.9549089E-006, 5.6666667E+000, 9.5617538E+002
 5.4602782E-001, 4.3540796E-002, 9.9286887E-006, 4.0000000E+000, 9.5911113E+002
 5.4812251E-001, 4.3426478E-002, 9.9094896E-006, 3.0000000E+000, 9.6191021E+002
 5.5021721E-001, 4.3318865E-002, 9.9124560E-006, 4.0000000E+000, 9.6515622E+002
 5.5231191E-001, 4.3183958E-002, 9.9005822E-006, 3.0000000E+000, 9.6778685E+002
 5.5440660E-001, 4.3058416E-002, 9.9423464E-006, 3.0000000E+000, 9.7055529E+002
 5.5636063E-001, 4.2966070E-002, 9.9404572E-006, 4.3213352E+000, 9.7363301E+002
 5.5824432E-001, 4.2947541E-002, 9.9457751E-006, 6.3333333E+000, 9.7766041E+002
 5.6012801E-001, 4.2937535E-002, 9.9360810E-006, 7.0000000E+000, 9.8165992E+002
 5.6201171E-001, 4.2882689E-002, 9.9669978E-006, 5.3333333E+000, 9.8546813E+002
 5.6452330E-001, 4.2768789E-002, 9.9459093E-006, 3.2500000E+000, 9.8936751E+002
 5.6640699E-001, 4.2629592E-002, 9.8100406E-006, 3.3333333E+000, 9.9274006E+002
 5.6829069E-001, 4.2533053E-002, 9.9703735E-006, 2.6666667E+000, 9.9568686E+002
 5.7017438E-001, 4.2410266E-002, 9.9227974E-006, 2.6666667E+000, 9.9828095E+002
 5.7205807E-001, 4.2292490E-002, 9.9369098E-006, 2.6666667E+000, 1.0012837E+003
 5.7456966E-001, 4.2172416E-002, 9.9684518E-006, 3.2500000E+000, 1.0047424E+003
 5.7645336E-001, 4.2128231E-002, 9.9490403E-006, 6.0000000E+000, 1.0089647E+003
 5.7833705E-001, 4.2123334E-002, 9.9708109E-006, 7.0000000E+000, 1.0132756E+003
 5.8022074E-001, 4.2083718E-002, 9.9775536E-006, 5.6666667E+000, 1.0173027E+003
 5.8210444E-001, 4.1994209E-002, 9.9502268E-006, 4.0000000E+000, 1.0211978E+003
 5.8461603E-001, 4.1856729E-002, 9.8634785E-006, 3.0000000E+000, 1.0246409E+003
 5.8649972E-001, 4.1741397E-002, 9.9279448E-006, 3.0000000E+000, 1.0278085E+003
 5.8838341E-001, 4.1617029E-002, 9.8572522E-006, 3.0000000E+000, 1.0304840E+003
 5.9026711E-001, 4.1492669E-002, 9.8286385E-006, 2.3333333E+000, 1.0332018E+003
 5.9215080E-001, 4.1386589E-002, 9.9200406E-006, 3.3333333E+000, 1.0360297E+003
 5.9403449E-001, 4.1327102E-002, 9.9296509E-006, 5.0000000E+000, 1.0393132E+003
 5.9654609E-001, 4.1317290E-002, 9.9580096E-006, 6.7500000E+000, 1.0439131E+003
 5.9842978E-001, 4.1273212E-002, 9.9789627E-006, 5.6666667E+000, 1.0485003E+003
 6.0031347E-001, 4.1188143E-002, 9.9380321E-006, 4.0000000E+000, 1.0520955E+003
 6.0219717E-001, 4.1072309E-002, 9.8334102E-006, 3.3333333E+000, 1.0551256E+003
 6.0408086E-001, 4.0963695E-002, 9.8475595E-006, 3.0000000E+000, 1.0581529E+003
 6.0659245E-001, 4.0829945E-002, 9.8479886E-006, 3.0000000E+000, 1.0614953E+003
 6.0847614E-001, 4.0676734E-002, 9.5650906E-006, 3.0000000E+000, 1.0646252E+003
 6.1035984E-001, 4.0578660E-002, 9.7851305E-006, 3.3333333E+000, 1.0675675E+003
 6.1224353E-001, 4.0539908E-002, 9.9358125E-006, 6.0000000E+000, 1.0714308E+003
 6.1412722E-001, 4.0523582E-002, 9.9477429E-006, 6.3333333E+000, 1.0759215E+003
 6.1601092E-001, 4.0481294E-002, 9.9737453E-006, 5.6666667E+000, 1.0800138E+003
 6.1852251E-001, 4.0383005E-002, 9.9329971E-006, 4.0000000E+000, 1.0840540E+003
 6.2040620E-001, 4.0249975E-002, 9.7923542E-006, 3.3333333E+000, 1.0878243E+003
 6.2228989E-001, 4.0133249E-002, 9.6231659E-006, 3.3333333E+000, 1.0908946E+003
 6.2417359E-001, 4.0015954E-002, 9.7429281E-006, 3.3333333E+000, 1.0936808E+003
 6.2605728E-001, 3.9890999E-002, 9.4461729E-006, 3.0000000E+000, 1.0965210E+003
 6.2856887E-001, 3.9805049E-002, 9.8956646E-006, 4.2500000E+000, 1.1004849E+003
 6.3045257E-001, 3.9766594E-002, 9.9289293E-006, 6.0000000E+000, 1.1051389E+003
 6.3233626E-001, 3.9732646E-002, 9.9583557E-006, 6.0000000E+000, 1.1090706E+003
 6.3421995E-001, 3.9667713E-002, 9.9624025E-006, 4.6666667E+000, 1.1128459E+003
 6.3610364E-001, 3.9573727E-002, 9.9394427E-006, 3.6666667E+000, 1.1163235E+003
 6.3861524E-001, 3.9440968E-002, 9.7202824E-006, 3.7500000E+000, 1.1197761E+003
 6.4037331E-001, 3.9308495E-002, 9.2414557E-006, 3.3571506E+000, 1.1231198E+003
 6.4206858E-001, 3.9207579E-002, 9.2776948E-006, 3.0000000E+000, 1.1260687E+003
 6.4432893E-001, 3.9095336E-002, 9.5360900E-006, 3.0000000E+000, 1.1292473E+003
 6.4602420E-001, 3.9029454E-002, 9.9255509E-006, 3.6666667E+000, 1.1330195E+003
 6.4828456E-001, 3.8991369E-002, 9.9690531E-006, 4.5000000E+000, 1.1374613E+003
 6.5054491E-001, 3.8921465E-002, 9.9319851E-006, 4.2500000E+000, 1.1425805E+003
 6.5224018E-001, 3.8840322E-002, 9.9181404E-006, 3.6666667E+000, 1.1464857E+003
 6.5450054E-001, 3.8741649E-002, 9.8264091E-006, 3.2500000E+000, 1.1501364E+003
 6.5619580E-001, 3.8630723E-002, 9.4525143E-006, 3.6666667E+000, 1.1535296E+003
 6.5845616E-001, 3.8519103E-002, 9.4257783E-006, 3.2500000E+000, 1.1573060E+003
 6.6015143E-001, 3.8404891E-002, 9.4756214E-006, 3.3333333E+000, 1.1608739E+003
 6.6241178E-001, 3.8309767E-002, 9.7337488E-006, 3.2500000E+000, 1.1643348E+003
 6.6410705E-001, 3.8243044E-002, 9.8838395E-006, 4.0000000E+000, 1.1679551E+003
 6.6636740E-001, 3.8167895E-002, 9.9385779E-006, 3.7500000E+000, 1.1716083E+003
 6.6806267E-001, 3.8094374E-002, 9.9538644E-006, 3.6666667E+000, 1.1751598E+003
 6.7032303E-001, 3.8015851E-002, 9.9265910E-006, 3.5000000E+000, 1.1788914E+003
 6.7201829E-001, 3.7929649E-002, 9.7522867E-006, 4.0000000E+000, 1.1824445E+003
 6.7427865E-001, 3.7826664E-002, 9.5503408E-006, 4.0000000E+000, 1.1864220E+003
 6.7653901E-001, 3.7706597E-002, 9.4087656E-006, 4.0000000E+000, 1.1906066E+003
 6.7823427E-001, 3.7603578E-002, 9.3669858E-006, 4.0000000E+000, 1.1943642E+003
 6.8049463E-001, 3.7502999E-002, 9.3207360E-006, 4.0000000E+000, 1.1981193E+003
 6.8218990E-001, 3.7402106E-002, 9.2204294E-006, 4.0000000E+000, 1.2019993E+003
 6.8445025E-001, 3.7302282E-002, 9.0996495E-006, 4.0000000E+000, 1.2055776E+003
 6.8614552E-001, 3.7203659E-002, 8.9945158E-006, 4.0000000E+000, 1.2092325E+003
 6.8840588E-001, 3.7105683E-002, 9.0753886E-006, 4.0000000E+000, 1.2127259E+003
 6.9010114E-001, 3.7007615E-002, 9.4589324E-006, 4.0000000E+000, 1.2161720E+003
 6.9236150E-001, 3.6909248E-002, 9.6067013E-006, 4.2500000E+000, 1.2198357E+003
 6.9405676E-001, 3.6810624E-002, 9.1558133E-006, 4.3333333E+000, 1.2235599E+003
 6.9631712E-001, 3.6714444E-002, 9.4054942E-006, 4.2500000E+000, 1.2271681E+003
 6.9801239E-001, 3.6622003E-002, 9.2887705E-006, 4.3333333E+000, 1.2311091E+003
 7.0027274E-001, 3.6530568E-002, 9.1245396E-006, 4.5000000E+000, 1.2350102E+003
 7.0253310E-001, 3.6429675E-002, 8.5779854E-006, 4.7500000E+000, 1.2395832E+003
 7.0422837E-001, 3.6344450E-002, 8.8054462E-006, 4.6666667E+000, 1.2431754E+003
 7.0648872E-001, 3.6254459E-002, 7.9127831E-006, 5.0000000E+000, 1.2471560E+003
 7.0818399E-001, 3.6160390E-002, 8.5625781E-006, 5.0000000E+000, 1.2518167E+003
 7.1044435E-001, 3.6063487E-002, 9.1191490E-006, 5.0000000E+000, 1.2557766E+003
 7.1213961E-001, 3.5967778E-002, 8.9331754E-006, 5.3333333E+000, 1.2598582E+003
 7.1439997E-001, 3.5871464E-002, 8.8242489E-006, 5.2500000E+000, 1.2640747E+003
 7.1609524E-001, 3.5771373E-002, 8.3750291E-006, 5.6666667E+000, 1.2681685E+003
 7.1835559E-001, 3.5671119E-002, 8.9985998E-006, 5.5000000E+000, 1.2723741E+003
 7.2005086E-001, 3.5569352E-002, 8.3476778E-006, 6.0000000E+000, 1.2764592E+003
 7.2231121E-001, 3.5466814E-002, 8.2305753E-006, 6.0000000E+000, 1.2807537E+003
 7.2400648E-001, 3.5364751E-002, 8.4749218E-006, 6.0000000E+000, 1.2847617E+003
 7.2626684E-001, 3.5268116E-002, 8.6355134E-006, 6.0000000E+000, 1.2887124E+003
 7.2852719E-001, 3.5162543E-002, 8.9347723E-006, 6.0000000E+000, 1.2936945E+003
 7.3022246E-001, 3.5072985E-002, 9.1286285E-006, 6.0000000E+000, 1.2978957E+003
 7.3248282E-001, 3.4990134E-002, 9.3872175E-006, 6.0000000E+000, 1.3023240E+003
 7.3417808E-001, 3.4907985E-002, 9.7163231E-006, 6.0000000E+000, 1.3064339E+003
 7.3643844E-001, 3.4826274E-002, 8.8095095E-006, 6.5000000E+000, 1.3106561E+003
 7.3807706E-001, 3.4745920E-002, 8.6127924E-006, 6.3448564E+000, 1.3155186E+003
 7.4011083E-001, 3.4672710E-002, 8.5228300E-006, 6.0000000E+000, 1.3199360E+003
 7.4214460E-001, 3.4588871E-002, 8.8267386E-006, 6.0000000E+000, 1.3244326E+003
 7.4417837E-001, 3.4506364E-002, 9.4646325E-006, 6.0000000E+000, 1.3292247E+003
 7.4621215E-001, 3.4416997E-002, 8.9588005E-006, 6.5000000E+000, 1.3340346E+003
 7.4824592E-001, 3.4319617E-002, 9.2404727E-006, 6.5000000E+000, 1.3391602E+003
 7.5027969E-001, 3.4218578E-002, 8.9655927E-006, 6.7500000E+000, 1.3445589E+003
 7.5231346E-001, 3.4117629E-002, 8.7590782E-006, 7.0000000E+000, 1.3496505E+003
 7.5434723E-001, 3.4018938E-002, 8.9268247E-006, 7.0000000E+000, 1.3547137E+003
 7.5638101E-001, 3.3923672E-002, 9.1897529E-006, 7.0000000E+000, 1.3599585E+003
 7.5841478E-001, 3.3833081E-002, 9.3992925E-006, 7.0000000E+000, 1.3653659E+003
 7.6044855E-001, 3.3747809E-002, 9.5555116E-006, 7.0000000E+000, 1.3704852E+003
 7.6248232E-001, 3.3667814E-002, 9.7546378E-006, 7.0000000E+000, 1.3758557E+003
 7.6400765E-001, 3.3601286E-002, 9.4662745E-006, 7.3333333E+000, 1.3806021E+003
 7.6604142E-001, 3.3536567E-002, 8.9759117E-006, 7.5000000E+000, 1.3858182E+003
 7.6807519E-001, 3.3464036E-002, 9.1681307E-006, 7.5000000E+000, 1.3914638E+003
 7.7010896E-001, 3.3391056E-002, 8.8408698E-006, 8.0000000E+000, 1.3974409E+003
 7.7214274E-001, 3.3312489E-002, 9.2327439E-006, 8.0000000E+000, 1.4030871E+003
 7.7417651E-001, 3.3227970E-002, 9.7500871E-006, 8.0000000E+000, 1.4089740E+003
 7.7621028E-001, 3.3138811E-002, 9.3437778E-006, 8.5000000E+000, 1.4149528E+003
 7.7824405E-001, 3.3046127E-002, 9.1443932E-006, 8.7500000E+000, 1.4208854E+003
 7.8027782E-001, 3.2954537E-002, 9.0052557E-006, 9.0000000E+000, 1.4270777E+003
 7.8231160E-001, 3.2866296E-002, 9.1971242E-006, 9.0000000E+000, 1.4333046E+003
 7.8434537E-001, 3.2783512E-002, 9.3116064E-006, 9.0000000E+000, 1.4393913E+003
 7.8637914E-001, 3.2707914E-002, 9.5046757E-006, 9.0000000E+000, 1.4454815E+003
 7.8841291E-001, 3.2638321E-002, 9.8017993E-006, 9.0000000E+000, 1.4514337E+003
 7.9044668E-001, 3.2570876E-002, 9.2661303E-006, 9.5000000E+000, 1.4575723E+003
 7.9248045E-001, 3.2502692E-002, 9.2550047E-006, 9.7500000E+000, 1.4637476E+003
 7.9400578E-001, 3.2441877E-002, 9.0122911E-006, 1.0000000E+001, 1.4689187E+003
 7.9603955E-001, 3.2377780E-002, 9.4018232E-006, 1.0000000E+001, 1.4740867E+003
 7.9807333E-001, 3.2300186E-002, 9.6488320E-006, 1.0250000E+001, 1.4805198E+003
 8.0010710E-001, 3.2216495E-002, 9.4393405E-006, 1.0500000E+001, 1.4866911E+003
 8.0214087E-001, 3.2132148E-002, 9.3804287E-006, 1.0750000E+001, 1.4928588E+003
 8.0417464E-001, 3.2052516E-002, 9.2647300E-006, 1.1000000E+001, 1.4986957E+003
 8.0620841E-001, 3.1976921E-002, 9.4342694E-006, 1.1000000E+001, 1.5047199E+003
 8.0824219E-001, 3.1905490E-002, 9.5853002E-006, 1.1000000E+001, 1.5109444E+003
 8.1027596E-001, 3.1838814E-002, 9.7794820E-006, 1.1000000E+001, 1.5171890E+003
 8.1230973E-001, 3.1774647E-002, 9.5255840E-006, 1.1500000E+001, 1.5230736E+003
 8.1434350E-001, 3.1709096E-002, 9.4004801E-006, 1.1750000E+001, 1.5292810E+003
 8.1637727E-001, 3.1639723E-002, 9.3169364E-006, 1.2000000E+001, 1.5357066E+003
 8.1841104E-001, 3.1567229E-002, 9.6765647E-006, 1.2000000E+001, 1.5421947E+003
 8.2044482E-001, 3.1491379E-002, 9.7861843E-006, 1.2250000E+001, 1.5489246E+003
 8.2247859E-001, 3.1411695E-002, 9.5488855E-006, 1.2500000E+001, 1.5557322E+003
 8.2400392E-001, 3.1345971E-002, 9.5598449E-006, 1.2666667E+001, 1.5617474E+003
 8.2603769E-001, 3.1283867E-002, 9.2870283E-006, 1.3000000E+001, 1.5678760E+003
 8.2807146E-001, 3.1217074E-002, 9.4562040E-006, 1.3000000E+001, 1.5742897E+003
 8.3010523E-001, 3.1151707E-002, 9.5657340E-006, 1.3000000E+001, 1.5810476E+003
 8.3213900E-001, 3.1085745E-002, 9.7738651E-006, 1.3000000E+001, 1.5878485E+003
 8.3417278E-001, 3.1019599E-002, 9.6273220E-006, 1.3500000E+001, 1.5944059E+003
 8.3620655E-001, 3.0948736E-002, 9.4770354E-006, 1.3750000E+001, 1.6014782E+003
 8.3824032E-001, 3.0874057E-002, 9.3616437E-006, 1.4000000E+001, 1.6090075E+003
 8.4027409E-001, 3.0801005E-002, 9.6004663E-006, 1.4000000E+001, 1.6163866E+003
 8.4230786E-001, 3.0728145E-002, 9.7443258E-006, 1.4000000E+001, 1.6237582E+003
 8.4434163E-001, 3.0655742E-002, 9.8160354E-006, 1.4000000E+001, 1.6309306E+003
 8.4637541E-001, 3.0585629E-002, 9.9408356E-006, 1.4000000E+001, 1.6387046E+003
 8.4840918E-001, 3.0515372E-002, 9.6309598E-006, 1.4500000E+001, 1.6462218E+003
 8.5044295E-001, 3.0446934E-002, 9.3624357E-006, 1.5000000E+001, 1.6541218E+003
 8.5247672E-001, 3.0378708E-002, 9.3881408E-006, 1.5000000E+001, 1.6618782E+003
 8.5400205E-001, 3.0314896E-002, 9.4553664E-006, 1.5000000E+001, 1.6688546E+003
 8.5603582E-001, 3.0249893E-002, 9.5788604E-006, 1.5000000E+001, 1.6756351E+003
 8.5806959E-001, 3.0176803E-002, 9.7134200E-006, 1.5000000E+001, 1.6834544E+003
 8.6010337E-001, 3.0104238E-002, 9.8154844E-006, 1.5000000E+001, 1.6911863E+003
 8.6203515E-001, 3.0030040E-002, 9.7158364E-006, 1.4526398E+001, 1.6991457E+003
 8.6432239E-001, 2.9942810E-002, 9.7161040E-006, 1.3400000E+001, 1.7076571E+003
 8.6615219E-001, 2.9869012E-002, 9.5925927E-006, 1.3750000E+001, 1.7160567E+003
 8.6843943E-001, 2.9795971E-002, 9.6462260E-006, 1.3600000E+001, 1.7242300E+003
 8.7026922E-001, 2.9729137E-002, 9.7180305E-006, 1.3500000E+001, 1.7321531E+003
 8.7209902E-001, 2.9670182E-002, 9.4340740E-006, 1.4000000E+001, 1.7395321E+003
 8.7438626E-001, 2.9592607E-002, 9.5933266E-006, 1.3800000E+001, 1.7477325E+003
 8.7621605E-001, 2.9510746E-002, 9.5059214E-006, 1.4000000E+001, 1.7559399E+003
 8.7804585E-001, 2.9433665E-002, 9.5266383E-006, 1.4000000E+001, 1.7630256E+003
 8.8033309E-001, 2.9349403E-002, 9.5312364E-006, 1.4000000E+001, 1.7709510E+003
 8.8216288E-001, 2.9269234E-002, 9.4937585E-006, 1.4000000E+001, 1.7797865E+003
 8.8445013E-001, 2.9193076E-002, 9.4741783E-006, 1.4000000E+001, 1.7882813E+003
 8.8627992E-001, 2.9117535E-002, 9.4829420E-006, 1.4000000E+001, 1.7968097E+003
 8.8810972E-001, 2.9048458E-002, 9.5110320E-006, 1.4000000E+001, 1.8038841E+003
 8.9039696E-001, 2.8967137E-002, 9.5432609E-006, 1.4000000E+001, 1.8122721E+003
 8.9222675E-001, 2.8882596E-002, 9.5540065E-006, 1.4000000E+001, 1.8202859E+003
 8.9405655E-001, 2.8806233E-002, 9.5328920E-006, 1.4000000E+001, 1.8281746E+003
 8.9634379E-001, 2.8721223E-002, 9.4786481E-006, 1.4000000E+001, 1.8366035E+003
 8.9817358E-001, 2.8638319E-002, 9.5606011E-006, 1.3750000E+001, 1.8445757E+003
 9.0000338E-001, 2.8565872E-002, 9.6083803E-006, 1.3750000E+001, 1.8527063E+003
 9.0229062E-001, 2.8482962E-002, 9.7034576E-006, 1.3600000E+001, 1.8612971E+003
 9.0412041E-001, 2.8398170E-002, 9.7654580E-006, 1.3500000E+001, 1.8692743E+003
 9.0640766E-001, 2.8310165E-002, 9.7243309E-006, 1.3600000E+001, 1.8771945E+003
 9.0823745E-001, 2.8220921E-002, 9.7461891E-006, 1.3500000E+001, 1.8853048E+003
 9.1006725E-001, 2.8142320E-002, 9.6796573E-006, 1.3500000E+001, 1.8925281E+003
 9.1235449E-001, 2.8056060E-002, 9.8093590E-006, 1.3200000E+001, 1.9007536E+003
 9.1418428E-001, 2.7971120E-002, 9.7948922E-006, 1.3250000E+001, 1.9090743E+003
 9.1601408E-001, 2.7897723E-002, 9.8890775E-006, 1.3000000E+001, 1.9159949E+003
 9.1830132E-001, 2.7814328E-002, 9.8759419E-006, 1.3000000E+001, 1.9236233E+003
 9.2013111E-001, 2.7729187E-002, 9.7955269E-006, 1.3000000E+001, 1.9314942E+003
 9.2241836E-001, 2.7641901E-002, 9.7229051E-006, 1.3000000E+001, 1.9394746E+003
 9.2424815E-001, 2.7553961E-002, 9.6276471E-006, 1.3000000E+001, 1.9476275E+003
 9.2607795E-001, 2.7476264E-002, 9.5230765E-006, 1.3000000E+001, 1.9563629E+003
 9.2836519E-001, 2.7392621E-002, 9.5855686E-006, 1.2800000E+001, 1.9653280E+003
 9.3019498E-001, 2.7311232E-002, 9.7436048E-006, 1.2500000E+001, 1.9741000E+003
 9.3202478E-001, 2.7238522E-002, 9.7367636E-006, 1.2500000E+001, 1.9826210E+003
 9.3431202E-001, 2.7157273E-002, 9.6355883E-006, 1.2600000E+001, 1.9916218E+003
 9.3614181E-001, 2.7074654E-002, 9.7609977E-006, 1.2250000E+001, 2.0007940E+003
 9.3842906E-001, 2.6988995E-002, 9.7997835E-006, 1.2200000E+001, 2.0097068E+003
 9.4025885E-001, 2.6900997E-002, 9.8992620E-006, 1.2000000E+001, 2.0185717E+003
 9.4208864E-001, 2.6822720E-002, 9.7590110E-006, 1.2000000E+001, 2.0266461E+003
 9.4437589E-001, 2.6739492E-002, 9.6539614E-006, 1.2000000E+001, 2.0349998E+003
 9.4620568E-001, 2.6661402E-002, 9.5162506E-006, 1.2000000E+001, 2.0437309E+003
 9.4803548E-001, 2.6593313E-002, 9.5958589E-006, 1.1750000E+001, 2.0510202E+003
 9.5032272E-001, 2.6516830E-002, 9.6913504E-006, 1.1600000E+001, 2.0592872E+003
 9.5215251E-001, 2.6437707E-002, 9.6817139E-006, 1.1500000E+001, 2.0676394E+003
 9.5443976E-001, 2.6355127E-002, 9.7749329E-006, 1.1200000E+001, 2.0758227E+003
 9.5626955E-001, 2.6271094E-002, 9.9416822E-006, 1.1000000E+001, 2.0837809E+003
 9.5809934E-001, 2.6195115E-002, 9.8443810E-006, 1.1000000E+001, 2.0909427E+003
 9.6038659E-001, 2.6115141E-002, 9.7140561E-006, 1.1000000E+001, 2.0984084E+003
 9.6221638E-001, 2.6039902E-002, 9.5354945E-006, 1.1000000E+001, 2.1062002E+003
 9.6404618E-001, 2.5972966E-002, 9.8182684E-006, 1.0500000E+001, 2.1131576E+003
 9.6633342E-001, 2.5895956E-002, 9.7411809E-006, 1.0400000E+001, 2.1206951E+003
 9.6816321E-001, 2.5817165E-002, 9.7827435E-006, 1.0250000E+001, 2.1283879E+003
 9.7045045E-001, 2.5739247E-002, 9.8090523E-006, 1.0200000E+001, 2.1357369E+003
 9.7228025E-001, 2.5662899E-002, 9.7246583E-006, 1.0250000E+001, 2.1429639E+003
 9.7411004E-001, 2.5594532E-002, 9.9221803E-006, 1.0000000E+001, 2.1496029E+003
 9.7639729E-001, 2.5520386E-002, 9.9000186E-006, 1.0000000E+001, 2.1573967E+003
 9.7822708E-001, 2.5444843E-002, 9.8067303E-006, 1.0000000E+001, 2.1648036E+003
 9.8005687E-001, 2.5379062E-002, 9.7800933E-006, 1.0000000E+001, 2.1712419E+003
 9.8234412E-001, 2.5305726E-002, 9.7348424E-006, 1.0000000E+001, 2.1788626E+003
 9.8417391E-001, 2.5234042E-002, 9.7262843E-006, 1.0000000E+001, 2.1861511E+003
 9.8600371E-001, 2.5173492E-002, 9.7392726E-006, 1.0000000E+001, 2.1927838E+003
 9.8829095E-001, 2.5105906E-002, 9.7085072E-006, 1.0000000E+001, 2.2003637E+003
 9.9012074E-001, 2.5038676E-002, 9.7385222E-006, 1.0000000E+001, 2.2074077E+003
 9.9240799E-001, 2.4971221E-002, 9.7557628E-006, 1.0000000E+001, 2.2148831E+003
 9.9423778E-001, 2.4902976E-002, 9.7753989E-006, 1.0000000E+001, 2.2221142E+003
 9.9606757E-001, 2.4842630E-002, 9.8028647E-006, 1.0000000E+001, 2.2286285E+003
