s,Pa,m/s,,s
 9.9835482E-001, 2.4775494E-002, 9.7876009E-006, 1.0000000E+001, 2.2358757E+003
 1.0001846E+000, 2.4707930E-002, 9.7399828E-006, 1.0000000E+001, 2.2427778E+003
 1.0020144E+000, 2.4648757E-002, 9.7073525E-006, 1.0000000E+001, 2.2490044E+003
 1.0043016E+000, 2.4582740E-002, 9.6512061E-006, 1.0000000E+001, 2.2560127E+003
 1.0061314E+000, 2.4516926E-002, 9.5877026E-006, 1.0000000E+001, 2.2630898E+003
 1.0084187E+000, 2.4451355E-002, 9.5108605E-006, 1.0000000E+001, 2.2701714E+003
 1.0102485E+000, 2.4385544E-002, 9.4214430E-006, 1.0000000E+001, 2.2775953E+003
 1.0120783E+000, 2.4326855E-002, 9.3501413E-006, 1.0000000E+001, 2.2843600E+003
 1.0143655E+000, 2.4261972E-002, 9.2515614E-006, 1.0000000E+001, 2.2916789E+003
 1.0161953E+000, 2.4197081E-002, 9.1074192E-006, 1.0000000E+001, 2.2987780E+003
 1.0180251E+000, 2.4140775E-002, 9.2347427E-006, 9.7500000E+000, 2.3053558E+003
 1.0203123E+000, 2.4075012E-002, 9.4044292E-006, 9.6000000E+000, 2.3122271E+003
 1.0220963E+000, 2.4005772E-002, 9.6345246E-006, 9.0000000E+000, 2.3193750E+003
 1.0241546E+000, 2.3934472E-002, 9.6228966E-006, 8.0000000E+000, 2.3260709E+003
 1.0262129E+000, 2.3864830E-002, 9.3235406E-006, 8.0000000E+000, 2.3331130E+003
 1.0282711E+000, 2.3795476E-002, 9.2376349E-006, 7.8000000E+000, 2.3403282E+003
 1.0303294E+000, 2.3726553E-002, 9.2453383E-006, 7.6000000E+000, 2.3472869E+003
 1.0323876E+000, 2.3658220E-002, 9.6132355E-006, 7.0000000E+000, 2.3540156E+003
 1.0340342E+000, 2.3594658E-002, 9.2373103E-006, 7.0000000E+000, 2.3598138E+003
 1.0360925E+000, 2.3530435E-002, 9.0327613E-006, 6.8000000E+000, 2.3656548E+003
 1.0381507E+000, 2.3456929E-002, 9.4662560E-006, 6.2000000E+000, 2.3722194E+003
 1.0402090E+000, 2.3377848E-002, 9.6819029E-006, 6.2000000E+000, 2.3788045E+003
 1.0422673E+000, 2.3293320E-002, 9.4094699E-006, 6.6000000E+000, 2.3854406E+003
 1.0443255E+000, 2.3211476E-002, 8.9376276E-006, 7.0000000E+000, 2.3918266E+003
 1.0463838E+000, 2.3131470E-002, 9.2134670E-006, 7.0000000E+000, 2.3983271E+003
 1.0480304E+000, 2.3056985E-002, 9.5726909E-006, 7.0000000E+000, 2.4042990E+003
 1.0500886E+000, 2.2983121E-002, 9.3887796E-006, 7.4000000E+000, 2.4104786E+003
 1.0521469E+000, 2.2905554E-002, 9.3043486E-006, 7.6000000E+000, 2.4173009E+003
 1.0542051E+000, 2.2830571E-002, 8.9283125E-006, 8.0000000E+000, 2.4242960E+003
 1.0562634E+000, 2.2752368E-002, 9.3464562E-006, 8.0000000E+000, 2.4314114E+003
 1.0583217E+000, 2.2671209E-002, 9.5960673E-006, 8.2000000E+000, 2.4387048E+003
 1.0603799E+000, 2.2587806E-002, 9.0226879E-006, 8.8000000E+000, 2.4458015E+003
 1.0620265E+000, 2.2510980E-002, 8.8859165E-006, 9.0000000E+000, 2.4528392E+003
 1.0640848E+000, 2.2433370E-002, 9.1951316E-006, 9.0000000E+000, 2.4599499E+003
 1.0661430E+000, 2.2349375E-002, 9.6410700E-006, 9.0000000E+000, 2.4673706E+003
 1.0682013E+000, 2.2268986E-002, 9.3500553E-006, 9.4000000E+000, 2.4752115E+003
 1.0702595E+000, 2.2194135E-002, 9.4170767E-006, 9.4000000E+000, 2.4827960E+003
 1.0723178E+000, 2.2125645E-002, 8.7181949E-006, 1.0000000E+001, 2.4906385E+003
 1.0743761E+000, 2.2057518E-002, 8.7768989E-006, 1.0000000E+001, 2.4986920E+003
 1.0760227E+000, 2.1996837E-002, 8.9638623E-006, 1.0000000E+001, 2.5060289E+003
 1.0780809E+000, 2.1936274E-002, 9.1092830E-006, 1.0000000E+001, 2.5132118E+003
 1.0801392E+000, 2.1868944E-002, 9.1774971E-006, 1.0000000E+001, 2.5214547E+003
 1.0821974E+000, 2.1803773E-002, 9.1292040E-006, 1.0000000E+001, 2.5296886E+003
 1.0842557E+000, 2.1743314E-002, 9.0391489E-006, 1.0000000E+001, 2.5378593E+003
 1.0863139E+000, 2.1686855E-002, 8.7901921E-006, 1.0000000E+001, 2.5460392E+003
 1.0883722E+000, 2.1632665E-002, 9.0752796E-006, 9.6000000E+000, 2.5543542E+003
 1.0900188E+000, 2.1584957E-002, 9.4197896E-006, 9.2500000E+000, 2.5615268E+003
 1.0920771E+000, 2.1535813E-002, 9.4307603E-006, 9.0000000E+000, 2.5687822E+003
 1.0941353E+000, 2.1480256E-002, 8.7284839E-006, 9.0000000E+000, 2.5763889E+003
 1.0961936E+000, 2.1421759E-002, 9.4219831E-006, 8.2000000E+000, 2.5841390E+003
 1.0982518E+000, 2.1360933E-002, 8.8802982E-006, 8.0000000E+000, 2.5912677E+003
 1.1003101E+000, 2.1293274E-002, 8.9120846E-006, 7.4000000E+000, 2.5981660E+003
 1.1023684E+000, 2.1221193E-002, 8.7609795E-006, 7.6000000E+000, 2.6050194E+003
 1.1040150E+000, 2.1151898E-002, 8.2325448E-006, 8.0000000E+000, 2.6116033E+003
 1.1060732E+000, 2.1077584E-002, 8.7810408E-006, 8.0000000E+000, 2.6175414E+003
 1.1081315E+000, 2.0989234E-002, 9.1485851E-006, 8.0000000E+000, 2.6242665E+003
 1.1101897E+000, 2.0890537E-002, 9.6555640E-006, 8.0000000E+000, 2.6315981E+003
 1.1122480E+000, 2.0778867E-002, 9.8833165E-006, 8.0000000E+000, 2.6389519E+003
 1.1143062E+000, 2.0652911E-002, 9.3400298E-006, 8.4000000E+000, 2.6462231E+003
 1.1163645E+000, 2.0511793E-002, 9.2800675E-006, 8.6000000E+000, 2.6539619E+003
 1.1180111E+000, 2.0369775E-002, 9.4175921E-006, 8.5000000E+000, 2.6607557E+003
 1.1200694E+000, 2.0214927E-002, 9.5437470E-006, 8.4000000E+000, 2.6672508E+003
 1.1221276E+000, 2.0030774E-002, 9.5015887E-006, 8.6000000E+000, 2.6749185E+003
 1.1241859E+000, 1.9835236E-002, 9.2403997E-006, 8.8000000E+000, 2.6825299E+003
 1.1262441E+000, 1.9630534E-002, 9.1904832E-006, 9.4000000E+000, 2.6905492E+003
 1.1283024E+000, 1.9417039E-002, 9.1625043E-006, 1.0000000E+001, 2.6984607E+003
 1.1303606E+000, 1.9194411E-002, 8.7798990E-006, 1.1000000E+001, 2.7068144E+003
 1.1320072E+000, 1.8987395E-002, 9.5454440E-006, 1.1250000E+001, 2.7149625E+003
 1.1340655E+000, 1.8773783E-002, 9.4499051E-006, 1.2000000E+001, 2.7230974E+003
 1.1361238E+000, 1.8530452E-002, 8.9647997E-006, 1.3000000E+001, 2.7325988E+003
 1.1381820E+000, 1.8285513E-002, 9.3798423E-006, 1.3400000E+001, 2.7421050E+003
 1.1402403E+000, 1.8042514E-002, 9.2302420E-006, 1.4000000E+001, 2.7520041E+003
 1.1422985E+000, 1.7801646E-002, 9.4603937E-006, 1.4400000E+001, 2.7631520E+003
 1.1443568E+000, 1.7555729E-002, 9.1135730E-006, 1.5000000E+001, 2.7744451E+003
 1.1460034E+000, 1.7319008E-002, 9.5684370E-006, 1.5000000E+001, 2.7840839E+003
 1.1480616E+000, 1.7055285E-002, 9.9015316E-006, 1.5000000E+001, 2.7929655E+003
 1.1501199E+000, 1.6718138E-002, 9.4784008E-006, 1.5400000E+001, 2.8033014E+003
 1.1521782E+000, 1.6326443E-002, 9.8210718E-006, 1.5000000E+001, 2.8132993E+003
 1.1542364E+000, 1.5872264E-002, 9.3229363E-006, 1.5000000E+001, 2.8235139E+003
 1.1562947E+000, 1.5361236E-002, 9.6402113E-006, 1.4200000E+001, 2.8336065E+003
 1.1583529E+000, 1.4791410E-002, 9.3231256E-006, 1.3600000E+001, 2.8433444E+003
 1.1604112E+000, 1.4161400E-002, 9.3209650E-006, 1.2600000E+001, 2.8521594E+003
 1.1620578E+000, 1.3533488E-002, 9.3358119E-006, 1.1500000E+001, 2.8600953E+003
 1.1641160E+000, 1.2820016E-002, 9.0030269E-006, 1.1800000E+001, 2.8676554E+003
 1.1661743E+000, 1.1907319E-002, 9.3566971E-006, 1.2800000E+001, 2.8763171E+003
 1.1682326E+000, 1.0834203E-002, 9.4148284E-006, 1.4200000E+001, 2.8855742E+003
 1.1702908E+000, 9.5745239E-003, 9.5901234E-006, 1.5600000E+001, 2.8956474E+003
 1.1723491E+000, 8.0972876E-003, 9.7457669E-006, 1.7000000E+001, 2.9067357E+003
 1.1744073E+000, 6.3602577E-003, 9.7524792E-006, 1.8400000E+001, 2.9187933E+003
 1.1760539E+000, 4.5555732E-003, 9.8881043E-006, 1.9750000E+001, 2.9311122E+003
 1.1781122E+000, 2.5352212E-003, 9.8805652E-006, 2.2000000E+001, 2.9431395E+003
 1.1801705E+000, 8.5578005E-005, 9.8860918E-006, 2.4800000E+001, 2.9581172E+003
 1.1822287E+000,-2.5866477E-003, 9.8940165E-006, 2.7200000E+001, 2.9747673E+003
 1.1842870E+000,-5.5142258E-003, 9.9190879E-006, 2.9000000E+001, 2.9926358E+003
 1.1863452E+000,-8.6783559E-003, 9.8908307E-006, 3.1000000E+001, 3.0110851E+003
 1.1884035E+000,-1.1995668E-002, 9.8654009E-006, 3.3200000E+001, 3.0308505E+003
 1.1900501E+000,-1.5038083E-002, 9.8788168E-006, 3.4750000E+001, 3.0494697E+003
 1.1921083E+000,-1.8090015E-002, 9.9284601E-006, 3.5800000E+001, 3.0691725E+003
 1.1941666E+000,-2.1425541E-002, 9.9015800E-006, 3.7000000E+001, 3.0914394E+003
 1.1962249E+000,-2.4595114E-002, 9.8816893E-006, 3.8000000E+001, 3.1134029E+003
 1.1982831E+000,-2.7530762E-002, 9.9205280E-006, 3.8400000E+001, 3.1364306E+003
 1.2003414E+000,-3.0205016E-002, 9.9318329E-006, 3.8200000E+001, 3.1603149E+003
 1.2023996E+000,-3.2625175E-002, 9.8932239E-006, 3.7800000E+001, 3.1829961E+003
 1.2040462E+000,-3.4619774E-002, 9.9476392E-006, 3.6500000E+001, 3.2036682E+003
 1.2061045E+000,-3.6495919E-002, 9.9145044E-006, 3.4800000E+001, 3.2233972E+003
 1.2081627E+000,-3.8549746E-002, 9.8558637E-006, 3.2000000E+001, 3.2445254E+003
 1.2102210E+000,-4.0713876E-002, 9.8070314E-006, 2.8200000E+001, 3.2640220E+003
 1.2122793E+000,-4.3168232E-002, 9.7501405E-006, 2.3600000E+001, 3.2807046E+003
 1.2143375E+000,-4.6101343E-002, 9.6762954E-006, 1.9000000E+001, 3.2939539E+003
 1.2163958E+000,-4.9643099E-002, 9.2287840E-006, 1.8200000E+001, 3.3051955E+003
 1.2180424E+000,-5.3358997E-002, 9.5025141E-006, 2.1500000E+001, 3.3159960E+003
 1.2201006E+000,-5.7659221E-002, 9.7891094E-006, 2.6400000E+001, 3.3289193E+003
 1.2221589E+000,-6.3103403E-002, 9.9164417E-006, 3.0600000E+001, 3.3469716E+003
 1.2242171E+000,-6.8835129E-002, 9.8755963E-006, 3.0200000E+001, 3.3656292E+003
 1.2262754E+000,-7.4725798E-002, 9.8325162E-006, 2.9600000E+001, 3.3837527E+003
 1.2283337E+000,-8.1133711E-002, 9.7792777E-006, 3.0600000E+001, 3.4019169E+003
 1.2303919E+000,-8.8203620E-002, 9.7424258E-006, 3.0600000E+001, 3.4204283E+003
 1.2320385E+000,-9.4900906E-002, 9.5893148E-006, 2.9000000E+001, 3.4359941E+003
 1.2340968E+000,-1.0164111E-001, 9.3537309E-006, 2.6800000E+001, 3.4510614E+003
 1.2361550E+000,-1.0900656E-001, 9.6317344E-006, 2.7000000E+001, 3.4675456E+003
 1.2381309E+000,-1.1605280E-001, 9.8096557E-006, 2.8833348E+001, 3.4834015E+003
 1.2403537E+000,-1.2290461E-001, 9.8313187E-006, 2.9500000E+001, 3.5031049E+003
 1.2422061E+000,-1.2859499E-001, 9.8860788E-006, 3.2400000E+001, 3.5233857E+003
 1.2440584E+000,-1.3267261E-001, 9.8336163E-006, 3.7000000E+001, 3.5412547E+003
 1.2462812E+000,-1.3559270E-001, 9.8928087E-006, 4.1666667E+001, 3.5641503E+003
 1.2481336E+000,-1.3691279E-001, 9.9475975E-006, 4.5600000E+001, 3.5893287E+003
 1.2503564E+000,-1.3645918E-001, 9.9267026E-006, 5.0166667E+001, 3.6168413E+003
 1.2522087E+000,-1.3433966E-001, 9.9460676E-006, 5.3800000E+001, 3.6460437E+003
 1.2540611E+000,-1.3112962E-001, 9.9091271E-006, 5.6000000E+001, 3.6743178E+003
 1.2562839E+000,-1.2651642E-001, 9.9528800E-006, 5.7000000E+001, 3.7052944E+003
 1.2581362E+000,-1.2121058E-001, 9.9243810E-006, 5.7200000E+001, 3.7366911E+003
 1.2603590E+000,-1.1572057E-001, 9.9513826E-006, 5.5000000E+001, 3.7682664E+003
 1.2622114E+000,-1.1054472E-001, 9.9241190E-006, 5.0200000E+001, 3.7994819E+003
 1.2640637E+000,-1.0653175E-001, 9.9378942E-006, 4.5000000E+001, 3.8247908E+003
 1.2662865E+000,-1.0330180E-001, 9.8698221E-006, 4.0333333E+001, 3.8499460E+003
 1.2681389E+000,-1.0152039E-001, 9.8762302E-006, 3.6000000E+001, 3.8725583E+003
 1.2703617E+000,-1.0134045E-001, 9.7290698E-006, 3.3500000E+001, 3.8924900E+003
 1.2722140E+000,-1.0261405E-001, 9.7631607E-006, 3.1800000E+001, 3.9103644E+003
 1.2740663E+000,-1.0489808E-001, 9.7695302E-006, 3.1000000E+001, 3.9266972E+003
 1.2762892E+000,-1.0850416E-001, 9.4926200E-006, 3.1000000E+001, 3.9445629E+003
 1.2781415E+000,-1.1295118E-001, 9.5729948E-006, 3.2600000E+001, 3.9621433E+003
 1.2803643E+000,-1.1813882E-001, 9.7636146E-006, 3.7666667E+001, 3.9803561E+003
 1.2822166E+000,-1.2404876E-001, 9.8855430E-006, 4.6200000E+001, 4.0020688E+003
 1.2840690E+000,-1.2973104E-001, 9.8809547E-006, 5.2000000E+001, 4.0257380E+003
 1.2862918E+000,-1.3577673E-001, 9.9371495E-006, 6.0166667E+001, 4.0563156E+003
 1.2881441E+000,-1.4176476E-001, 9.9522803E-006, 7.0600000E+001, 4.0929341E+003
 1.2903669E+000,-1.4721218E-001, 9.9682095E-006, 7.5166667E+001, 4.1336204E+003
 1.2922193E+000,-1.5188905E-001, 9.9618215E-006, 7.5400000E+001, 4.1754002E+003
 1.2940716E+000,-1.5516679E-001, 9.9407919E-006, 7.0000000E+001, 4.2127405E+003
 1.2962944E+000,-1.5735366E-001, 9.9519943E-006, 5.9833333E+001, 4.2506717E+003
 1.2981468E+000,-1.5787589E-001, 9.9575062E-006, 4.8200000E+001, 4.2829417E+003
 1.3003696E+000,-1.5643673E-001, 9.9120521E-006, 3.8166667E+001, 4.3084858E+003
 1.3022219E+000,-1.5316910E-001, 9.8703259E-006, 3.0200000E+001, 4.3306256E+003
 1.3040743E+000,-1.4884864E-001, 9.7389816E-006, 2.4200000E+001, 4.3461412E+003
 1.3062971E+000,-1.4317540E-001, 9.9406231E-006, 3.4166667E+001, 4.3622919E+003
 1.3081494E+000,-1.3601765E-001, 9.9729404E-006, 7.2200000E+001, 4.3910794E+003
 1.3100018E+000,-1.2986815E-001, 9.9744873E-006, 8.2200000E+001, 4.4287149E+003
 1.3122246E+000,-1.2369340E-001, 9.9623375E-006, 1.0200000E+002, 4.4800371E+003
 1.3140769E+000,-1.1819651E-001, 9.9641446E-006, 1.0300000E+002, 4.5369979E+003
 1.3162997E+000,-1.1416994E-001, 9.9484690E-006, 9.8333333E+001, 4.5916484E+003
 1.3181521E+000,-1.1172427E-001, 9.9507032E-006, 8.2400000E+001, 4.6429065E+003
 1.3201893E+000,-1.1086788E-001, 9.9465697E-006, 5.2637026E+001, 4.6815854E+003
 1.3221894E+000,-1.1167072E-001, 9.8058368E-006, 3.2833333E+001, 4.7073837E+003
 1.3241894E+000,-1.1367698E-001, 9.7949194E-006, 4.3166667E+001, 4.7284376E+003
 1.3261895E+000,-1.1803153E-001, 9.9232071E-006, 5.2333333E+001, 4.7567486E+003
 1.3281896E+000,-1.2332435E-001, 9.8037270E-006, 4.0166667E+001, 4.7835564E+003
 1.3301897E+000,-1.2998816E-001, 9.7820115E-006, 3.3333333E+001, 4.8058396E+003
 1.3321898E+000,-1.3897102E-001, 9.8972715E-006, 3.1833333E+001, 4.8270452E+003
 1.3341899E+000,-1.4930879E-001, 9.8892460E-006, 2.9833333E+001, 4.8480090E+003
 1.3361899E+000,-1.6086609E-001, 9.9178127E-006, 2.7666667E+001, 4.8682272E+003
 1.3381900E+000,-1.7389445E-001, 9.8372570E-006, 2.6666667E+001, 4.8876605E+003
 1.3401901E+000,-1.8805396E-001, 9.7599380E-006, 2.9500000E+001, 4.9071501E+003
 1.3421902E+000,-2.0278159E-001, 9.7741703E-006, 3.3500000E+001, 4.9271392E+003
 1.3441903E+000,-2.1723444E-001, 9.9166740E-006, 3.9000000E+001, 4.9505707E+003
 1.3461904E+000,-2.3031458E-001, 9.9517376E-006, 4.6666667E+001, 4.9775642E+003
 1.3481904E+000,-2.4093134E-001, 9.9276468E-006, 5.5333333E+001, 5.0105644E+003
 1.3501905E+000,-2.4825663E-001, 9.9685765E-006, 6.3333333E+001, 5.0476158E+003
 1.3521906E+000,-2.5181529E-001, 9.9483547E-006, 6.7166667E+001, 5.0881367E+003
 1.3541907E+000,-2.5128355E-001, 9.9074684E-006, 6.1666667E+001, 5.1277301E+003
 1.3561908E+000,-2.4671293E-001, 9.9030122E-006, 4.7166667E+001, 5.1624011E+003
 1.3581909E+000,-2.3842392E-001, 9.8965557E-006, 4.4666667E+001, 5.1898924E+003
 1.3601910E+000,-2.2637507E-001, 9.9388421E-006, 5.1833333E+001, 5.2199759E+003
 1.3621910E+000,-2.1098351E-001, 9.9599543E-006, 5.4000000E+001, 5.2535771E+003
 1.3641563E+000,-1.9425805E-001, 9.9814583E-006, 5.0427870E+001, 5.2871097E+003
 1.3662459E+000,-1.7638927E-001, 9.9673523E-006, 4.5714286E+001, 5.3213092E+003
 1.3680369E+000,-1.6047650E-001, 9.9602159E-006, 5.2333333E+001, 5.3545620E+003
 1.3701265E+000,-1.4588997E-001, 9.9454256E-006, 5.8285714E+001, 5.3930521E+003
 1.3722161E+000,-1.3210891E-001, 9.9487117E-006, 5.7142857E+001, 5.4356023E+003
 1.3740072E+000,-1.2119289E-001, 9.9246341E-006, 5.0666667E+001, 5.4726022E+003
 1.3760968E+000,-1.1223496E-001, 9.9131031E-006, 4.2000000E+001, 5.5041541E+003
 1.3781864E+000,-1.0458734E-001, 9.8433043E-006, 3.3714286E+001, 5.5331539E+003
 1.3802759E+000,-9.8974344E-002, 9.8116509E-006, 3.2714286E+001, 5.5580663E+003
 1.3820670E+000,-9.5750860E-002, 9.8246267E-006, 3.6333333E+001, 5.5822325E+003
 1.3841566E+000,-9.4865132E-002, 9.8908491E-006, 3.9142857E+001, 5.6086472E+003
 1.3862462E+000,-9.6164636E-002, 9.9099526E-006, 4.0142857E+001, 5.6392351E+003
 1.3880373E+000,-9.9881214E-002, 9.9358979E-006, 4.0500000E+001, 5.6688951E+003
 1.3901268E+000,-1.0655093E-001, 9.9198248E-006, 3.9000000E+001, 5.6980276E+003
 1.3922164E+000,-1.1656617E-001, 9.9232681E-006, 3.4571429E+001, 5.7271255E+003
 1.3940075E+000,-1.2817110E-001, 9.8527963E-006, 2.8333333E+001, 5.7512375E+003
 1.3960971E+000,-1.4153177E-001, 9.8576153E-006, 2.3428571E+001, 5.7709745E+003
 1.3981867E+000,-1.5703250E-001, 9.9242524E-006, 2.9571429E+001, 5.7917847E+003
 1.4002763E+000,-1.7229068E-001, 9.9357749E-006, 3.9428571E+001, 5.8185743E+003
 1.4020673E+000,-1.8451762E-001, 9.9389488E-006, 4.8000000E+001, 5.8497614E+003
 1.4041569E+000,-1.9411084E-001, 9.8929051E-006, 4.9428571E+001, 5.8843737E+003
 1.4062465E+000,-2.0082414E-001, 9.8764075E-006, 4.7571429E+001, 5.9194690E+003
 1.4080376E+000,-2.0261733E-001, 9.9412962E-006, 5.6666667E+001, 5.9543452E+003
 1.4100051E+000,-2.0005375E-001, 9.9320373E-006, 5.6610254E+001, 5.9928331E+003
 1.4121491E+000,-1.9271680E-001, 9.9540142E-006, 5.5625000E+001, 6.0376179E+003
 1.4140251E+000,-1.8039236E-001, 9.9583023E-006, 5.7571429E+001, 6.0829162E+003
 1.4161690E+000,-1.6307922E-001, 9.9488068E-006, 5.4875000E+001, 6.1303840E+003
 1.4180450E+000,-1.4102514E-001, 9.9738427E-006, 5.9857143E+001, 6.1827658E+003
 1.4201890E+000,-1.1665188E-001, 9.9782222E-006, 6.8000000E+001, 6.2386853E+003
 1.4220650E+000,-8.9862286E-002, 9.9740019E-006, 6.8857143E+001, 6.2980468E+003
 1.4242089E+000,-6.1785082E-002, 9.9672136E-006, 6.5000000E+001, 6.3528249E+003
 1.4260849E+000,-3.4010732E-002, 9.9615783E-006, 6.0285714E+001, 6.4060368E+003
 1.4282289E+000,-8.0765843E-003, 9.9513234E-006, 5.4500000E+001, 6.4549996E+003
 1.4301049E+000, 1.5182467E-002, 9.9634033E-006, 4.8285714E+001, 6.4997242E+003
 1.4322488E+000, 3.5528050E-002, 9.9419382E-006, 4.4875000E+001, 6.5414996E+003
 1.4341248E+000, 5.3561585E-002, 9.9328541E-006, 4.3571429E+001, 6.5793234E+003
 1.4360008E+000, 6.8458667E-002, 9.9417308E-006, 4.2000000E+001, 6.6134125E+003
 1.4381448E+000, 8.2356167E-002, 9.9176296E-006, 4.0375000E+001, 6.6491152E+003
 1.4400208E+000, 9.3902015E-002, 9.9145205E-006, 3.8142857E+001, 6.6828853E+003
 1.4421647E+000, 1.0310015E-001, 9.9002094E-006, 3.5750000E+001, 6.7148456E+003
 1.4440407E+000, 1.0874704E-001, 9.7603110E-006, 2.9000000E+001, 6.7420474E+003
 1.4461847E+000, 1.0998733E-001, 9.8918819E-006, 3.0375000E+001, 6.7644789E+003
 1.4480607E+000, 1.0610581E-001, 9.9448267E-006, 4.4571429E+001, 6.7940956E+003
 1.4502046E+000, 9.8401763E-002, 9.9664193E-006, 5.2000000E+001, 6.8331567E+003
 1.4520806E+000, 8.6221572E-002, 9.9757676E-006, 5.8714286E+001, 6.8791250E+003
 1.4542246E+000, 6.9499816E-002, 9.9779286E-006, 5.8625000E+001, 6.9286110E+003
 1.4561006E+000, 4.9165397E-002, 9.9707193E-006, 6.1428571E+001, 6.9792851E+003
 1.4582446E+000, 2.5108272E-002, 9.9624732E-006, 6.2375000E+001, 7.0277673E+003
 1.4601205E+000,-2.0567688E-003, 9.9657626E-006, 6.1142857E+001, 7.0777757E+003
 1.4622645E+000,-3.1181696E-002, 9.9478578E-006, 5.7250000E+001, 7.1288212E+003
 1.4641405E+000,-6.0479309E-002, 9.9703871E-006, 5.0285714E+001, 7.1745178E+003
 1.4660165E+000,-8.6526872E-002, 9.9330904E-006, 3.9714286E+001, 7.2110303E+003
 1.4681604E+000,-1.1172346E-001, 9.9403738E-006, 2.5500000E+001, 7.2400741E+003
 1.4700364E+000,-1.3427394E-001, 9.9766942E-006, 3.1428571E+001, 7.2689921E+003
 1.4721804E+000,-1.5076380E-001, 9.9081645E-006, 2.3750000E+001, 7.2925100E+003
 1.4740564E+000,-1.6197388E-001, 9.8166840E-006, 2.7714286E+001, 7.3144682E+003
 1.4762003E+000,-1.6692981E-001, 9.8843068E-006, 2.9125000E+001, 7.3393024E+003
 1.4780763E+000,-1.6649274E-001, 9.7771270E-006, 2.3571429E+001, 7.3638157E+003
 1.4802203E+000,-1.6093737E-001, 9.8130213E-006, 2.1000000E+001, 7.3840671E+003
 1.4820963E+000,-1.5052444E-001, 9.8943935E-006, 2.0142857E+001, 7.4025539E+003
 1.4842403E+000,-1.3625426E-001, 9.6998785E-006, 2.0375000E+001, 7.4213279E+003
 1.4861162E+000,-1.2064165E-001, 9.8774004E-006, 2.2285714E+001, 7.4429095E+003
 1.4882602E+000,-1.0399235E-001, 9.5895818E-006, 2.2000000E+001, 7.4627142E+003
 1.4901362E+000,-8.7233802E-002, 9.7669369E-006, 2.2000000E+001, 7.4810574E+003
 1.4920122E+000,-7.2816743E-002, 9.4888248E-006, 2.2857143E+001, 7.4986272E+003
 1.4941561E+000,-5.9676363E-002, 9.6610413E-006, 2.3250000E+001, 7.5172001E+003
 1.4960321E+000,-4.8748346E-002, 9.5765421E-006, 2.4428571E+001, 7.5361224E+003
 1.4981761E+000,-3.9535371E-002, 9.7735851E-006, 2.5000000E+001, 7.5560351E+003
