s,m/s,m/s,Pa,m/s,,,,
 2.5000000E-001, 3.1490651E-001, 3.6835596E-001, 6.7323064E-001, 1.0371459E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.5200000E-001, 3.1533758E-001, 3.6864611E-001, 5.6534958E-001, 1.2164892E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.5400000E-001, 3.1531228E-001, 3.6839202E-001, 3.2658086E-001, 1.3057905E-002, 4.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.5600000E-001, 3.1459038E-001, 3.6743553E-001, 9.1940966E-002, 1.2700685E-002, 4.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.5800000E-001, 3.1353974E-001, 3.6612270E-001,-1.3574654E-001, 1.1933470E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6000000E-001, 3.1237669E-001, 3.6468202E-001,-1.6583465E-001, 1.1123917E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6200000E-001, 3.1110138E-001, 3.6311039E-001,-1.9421379E-001, 1.0211558E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6400000E-001, 3.0972034E-001, 3.6141210E-001,-2.2054780E-001, 9.2112346E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6600000E-001, 3.0824559E-001, 3.5959845E-001,-2.4451097E-001, 8.1654954E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.6800000E-001, 3.0669320E-001, 3.5768652E-001,-2.6582662E-001, 7.0963465E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.7000000E-001, 3.0508164E-001, 3.5569742E-001,-2.8429217E-001, 6.0499714E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.7200000E-001, 3.0343010E-001, 3.5365431E-001,-2.9978967E-001, 4.9406615E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.7400000E-001, 3.0175705E-001, 3.5158035E-001,-3.1228294E-001, 3.8022090E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.7600000E-001, 3.0007909E-001, 3.4949701E-001,-3.2180313E-001, 2.6878038E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.7800000E-001, 2.9841032E-001, 3.4742284E-001,-3.2842633E-001, 1.7269824E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.8000000E-001, 2.9676215E-001, 3.4537292E-001,-3.3224871E-001, 1.5334628E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.8200000E-001, 2.9514363E-001, 3.4335888E-001,-3.3336494E-001, 1.3678531E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.8400000E-001, 2.9356207E-001, 3.4138932E-001,-3.3185385E-001, 2.0587589E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.8600000E-001, 2.9202342E-001, 3.3947040E-001,-3.2777199E-001, 3.0992894E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.8800000E-001, 2.9053263E-001, 3.3760641E-001,-3.2115414E-001, 4.0934817E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9000000E-001, 2.8909359E-001, 3.3580026E-001,-3.1201826E-001, 5.0604174E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9200000E-001, 2.8770911E-001, 3.3405387E-001,-3.0037277E-001, 5.9596192E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9400000E-001, 2.8638077E-001, 3.3236849E-001,-2.8622446E-001, 6.8010901E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9600000E-001, 2.8510893E-001, 3.3074493E-001,-2.6958605E-001, 7.5839054E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.9800000E-001, 2.8389283E-001, 3.2918378E-001,-2.5048286E-001, 8.2731321E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0000000E-001, 2.8273078E-001, 3.2768559E-001,-2.2895847E-001, 8.8652717E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0200000E-001, 2.8162046E-001, 3.2625101E-001,-2.0507933E-001, 7.8577540E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0400000E-001, 2.8055743E-001, 3.2488235E-001,-1.7899170E-001, 7.8006777E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0600000E-001, 2.7953127E-001, 3.2358404E-001,-1.5142071E-001, 7.8865792E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0800000E-001, 2.7852546E-001, 3.2235744E-001,-1.2312302E-001, 7.8736881E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.1000000E-001, 2.7751741E-001, 3.2119788E-001,-9.4962364E-002, 7.7537340E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.1200000E-001, 2.7648036E-001, 3.2009287E-001,-6.7828902E-002, 7.5785796E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.1400000E-001, 2.7538730E-001, 3.1902224E-001,-4.2542404E-002, 7.2913568E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.1600000E-001, 2.7421619E-001, 3.1796080E-001,-1.9760614E-002, 6.9308389E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.1800000E-001, 2.7295480E-001, 3.1688290E-001, 8.2267379E-005, 6.3950807E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.2000000E-001, 2.7160354E-001, 3.1576762E-001, 1.6789054E-002, 5.6609939E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.2200000E-001, 2.7017514E-001, 3.1460289E-001, 3.0362746E-002, 4.9710271E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.2400000E-001, 2.6869146E-001, 3.1338725E-001, 4.0934651E-002, 4.1746296E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.2600000E-001, 2.6717869E-001, 3.1212895E-001, 4.8683695E-002, 3.2506620E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.2800000E-001, 2.6566265E-001, 3.1084290E-001, 5.3772684E-002, 2.3396500E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3000000E-001, 2.6416544E-001, 3.0954665E-001, 5.6316873E-002, 2.5359101E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3200000E-001, 2.6270392E-001, 3.0825676E-001, 5.6385839E-002, 2.6187003E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3400000E-001, 2.6128986E-001, 3.0698627E-001, 5.4028123E-002, 2.5380968E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3600000E-001, 2.5993073E-001, 3.0574350E-001, 4.9303310E-002, 2.3401918E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.3800000E-001, 2.5863072E-001, 3.0453217E-001, 4.2308108E-002, 3.0561200E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4000000E-001, 2.5739140E-001, 3.0335208E-001, 3.3188842E-002, 3.8399253E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4200000E-001, 2.5621194E-001, 3.0220009E-001, 2.2139220E-002, 4.4460815E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4400000E-001, 2.5508904E-001, 3.0107095E-001, 9.3868559E-003, 4.8547996E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4600000E-001, 2.5401686E-001, 2.9995789E-001,-4.8258958E-003, 5.0590696E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.4800000E-001, 2.5298702E-001, 2.9885286E-001,-2.0261408E-002, 5.0652894E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.5000000E-001, 2.5198880E-001, 2.9774660E-001,-3.6702602E-002, 4.8926708E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.5200000E-001, 2.5100954E-001, 2.9662869E-001,-5.3963043E-002, 5.0104099E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.5400000E-001, 2.5003348E-001, 2.9548880E-001,-7.1939081E-002, 7.3936042E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.5600000E-001, 2.4903871E-001, 2.9431728E-001,-9.1048660E-002, 9.7567977E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.5800000E-001, 2.4796004E-001, 2.9307525E-001,-1.5529180E-001, 1.1680006E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.6000000E-001, 2.4634498E-001, 2.9140557E-001,-3.3154524E-001, 1.2274090E-002, 3.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.6200000E-001, 2.4436095E-001, 2.8936730E-001,-5.4108238E-001, 1.2378930E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.6400000E-001, 2.4201356E-001, 2.8690511E-001,-7.7193963E-001, 1.2149822E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.6600000E-001, 2.3955221E-001, 2.8428703E-001,-8.0570199E-001, 1.1913520E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.6800000E-001, 2.3698499E-001, 2.8151038E-001,-8.4161123E-001, 1.1630357E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7000000E-001, 2.3432611E-001, 2.7858182E-001,-8.7907981E-001, 1.1507186E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7200000E-001, 2.3159390E-001, 2.7551533E-001,-9.1753666E-001, 1.1477058E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7400000E-001, 2.2880841E-001, 2.7232942E-001,-9.5647453E-001, 1.1354465E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7600000E-001, 2.2598895E-001, 2.6904426E-001,-9.9547134E-001, 1.1140943E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.7800000E-001, 2.2315179E-001, 2.6567919E-001,-1.0341896E+000, 1.0850297E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.8000000E-001, 2.2030879E-001, 2.6225097E-001,-1.0723624E+000, 1.0504182E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.8200000E-001, 2.1746696E-001, 2.5877279E-001,-1.1097757E+000, 1.0131496E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.8400000E-001, 2.1462886E-001, 2.5525387E-001,-1.1462504E+000, 9.8874871E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.8600000E-001, 2.1179346E-001, 2.5169947E-001,-1.1816284E+000, 9.7315309E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.8800000E-001, 2.0895711E-001, 2.4811121E-001,-1.2157619E+000, 9.5523552E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9000000E-001, 2.0611440E-001, 2.4448765E-001,-1.2485053E+000, 9.3530878E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9200000E-001, 2.0325887E-001, 2.4082501E-001,-1.2797103E+000, 9.1276354E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9400000E-001, 2.0038358E-001, 2.3711808E-001,-1.3092254E+000, 8.8422902E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9600000E-001, 1.9748147E-001, 2.3336107E-001,-1.3368971E+000, 8.4975088E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.9800000E-001, 1.9454573E-001, 2.2954839E-001,-1.3625750E+000, 8.0972434E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0000000E-001, 1.9157009E-001, 2.2567535E-001,-1.3861170E+000, 7.6667263E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0200000E-001, 1.8854906E-001, 2.2173856E-001,-1.4073957E+000, 8.3862662E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0400000E-001, 1.8547700E-001, 2.1773725E-001,-1.4263397E+000, 9.0337562E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0600000E-001, 1.8234559E-001, 2.1367374E-001,-1.4432657E+000, 9.5964347E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0800000E-001, 1.7914377E-001, 2.0955004E-001,-1.4585155E+000, 9.9441001E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1000000E-001, 1.7585783E-001, 2.0536597E-001,-1.4725070E+000, 1.0041539E-002, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1200000E-001, 1.7247270E-001, 2.0111788E-001,-1.4856812E+000, 9.9097681E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1400000E-001, 1.6897453E-001, 1.9679879E-001,-1.4984377E+000, 9.5895835E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1600000E-001, 1.6535415E-001, 1.9239995E-001,-1.5110753E+000, 9.0807768E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1800000E-001, 1.6161020E-001, 1.8791378E-001,-1.5237520E+000, 8.3848794E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2000000E-001, 1.5775077E-001, 1.8333700E-001,-1.5364780E+000, 7.5248969E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2200000E-001, 1.5379294E-001, 1.7867308E-001,-1.5491424E+000, 6.5241930E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2400000E-001, 1.4976034E-001, 1.7393297E-001,-1.5615629E+000, 5.4091908E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2600000E-001, 1.4567963E-001, 1.6913407E-001,-1.5735405E+000, 4.2281812E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2800000E-001, 1.4157697E-001, 1.6429778E-001,-1.5849014E+000, 3.3742001E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.3000000E-001, 1.3747556E-001, 1.5944646E-001,-1.5955168E+000, 2.8058611E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.3200000E-001, 1.3339438E-001, 1.5460077E-001,-1.6052990E+000, 2.8603306E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.3400000E-001, 1.2934803E-001, 1.4977781E-001,-1.6141816E+000, 2.8369843E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.3600000E-001, 1.2534728E-001, 1.4499036E-001,-1.6220956E+000, 2.8163983E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.3800000E-001, 1.2139965E-001, 1.4024705E-001,-1.6289502E+000, 2.9298407E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.4000000E-001, 1.1750993E-001, 1.3555296E-001,-1.6346235E+000, 2.9099250E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.4200000E-001, 1.1368040E-001, 1.3091058E-001,-1.6389655E+000, 2.8525316E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.4400000E-001, 1.0991095E-001, 1.2632061E-001,-1.6418092E+000, 3.2521891E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.4600000E-001, 1.0619915E-001, 1.2178253E-001,-1.6429878E+000, 3.5519308E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.4800000E-001, 1.0254045E-001, 1.1729502E-001,-1.6423523E+000, 3.7630840E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5000000E-001, 9.8928487E-002, 1.1285613E-001,-1.6397864E+000, 3.8993793E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5200000E-001, 9.5355419E-002, 1.0846334E-001,-1.6352181E+000, 3.3875778E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5400000E-001, 9.1811815E-002, 1.0411404E-001,-1.6286454E+000, 2.8732699E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5600000E-001, 8.8285724E-002, 9.9805783E-002,-1.6202999E+000, 2.9906174E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5800000E-001, 8.4762987E-002, 9.5534636E-002,-1.6104627E+000, 3.1780732E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6000000E-001, 8.1227634E-002, 9.1294435E-002,-1.5994832E+000, 3.5313310E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6200000E-001, 7.7662905E-002, 8.7076516E-002,-1.5877453E+000, 3.8917109E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6400000E-001, 7.4052960E-002, 8.2870152E-002,-1.5756266E+000, 4.2374479E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6600000E-001, 7.0385005E-002, 7.8663832E-002,-1.5634614E+000, 4.5585234E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6800000E-001, 6.6651253E-002, 7.4447144E-002,-1.5515138E+000, 4.7195841E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.7000000E-001, 6.2850111E-002, 7.0212774E-002,-1.5399693E+000, 4.7181266E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.7200000E-001, 5.8986205E-002, 6.5958014E-002,-1.5289448E+000, 4.5594398E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.7400000E-001, 5.5069302E-002, 6.1685336E-002,-1.5185113E+000, 4.2559696E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.7600000E-001, 5.1112553E-002, 5.7401905E-002,-1.5087210E+000, 3.8264754E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.7800000E-001, 4.7130631E-002, 5.3118259E-002,-1.4996277E+000, 3.2950211E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.8000000E-001, 4.3138227E-002, 4.8846586E-002,-1.4912965E+000, 2.7911330E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.8200000E-001, 3.9149102E-002, 4.4599056E-002,-1.4838013E+000, 2.9956830E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.8400000E-001, 3.5175624E-002, 4.0386533E-002,-1.4772139E+000, 3.2952138E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.8600000E-001, 3.1228601E-002, 3.6217804E-002,-1.4715900E+000, 3.5610647E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.8800000E-001, 2.7317177E-002, 3.2099270E-002,-1.4669569E+000, 3.7715875E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9000000E-001, 2.3448702E-002, 2.8034979E-002,-1.4633072E+000, 3.9150618E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9200000E-001, 1.9628525E-002, 2.4026831E-002,-1.4605972E+000, 3.9787906E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9400000E-001, 1.5859791E-002, 2.0074838E-002,-1.4587519E+000, 3.9559317E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9600000E-001, 1.2143299E-002, 1.6177376E-002,-1.4576725E+000, 3.8436942E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9800000E-001, 8.4774732E-003, 1.2331385E-002,-1.4572459E+000, 3.6432213E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0000000E-001, 4.8584724E-003, 8.5325546E-003,-1.4573552E+000, 3.3591964E-003, 1.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
